,Tag,Message_stop,Message_length_stop,Number_count
1521,0,Are angry me. What happen dear,30,0
1522,0,I thk u dun haf 2 hint e forum already lor... Cos told ron n darren going 2 tell shuhui.,88,2
1523,0,Yup ok thanx...,15,0
1524,0,Hi:)cts employee you?,21,0
1525,0,Pls pls find aunt nike.,23,0
1526,0,"Wow ... I love sooo much, know ? I barely stand ! I wonder day goes well, love ... I think miss",95,0
1527,0,No screaming means shouting..,29,0
1528,0,Hey happen de. Are alright.,27,0
1529,0,Should I picked receipt something earlier,41,0
1530,0,I think chennai well settled?,29,0
1531,0,Oh dang! I mean send you! Lol!,30,0
1532,0,Unfortunately i've found pick sister airport evening think i'll going all. We try go one th,91,0
1533,0,Horrible bf... I v hungry...,28,0
1534,0,Remember day..,14,0
1535,1,You Nokia 7250i. This get win FREE auction. To take part send Nokia 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,111,16
1536,0,How's feel? Mr. Your real Valentine yo Valentine even tho u hardly play!!,73,0
1537,0,All sounds good. Fingers . Makes difficult type,47,0
1538,0,Midnight earliest,17,0
1539,0,You're sure I'm trying make xavier smoke I want smoke told I smoke much?,72,0
1540,0,K come nordstrom done,21,0
1541,0,Do u konw waht rael FRIENDSHIP Im gving yuo exmpel: Jsut ese tihs msg.. Evrey splleing tihs msg wrnog.. Bt sitll yuo raed wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,193,0
1542,0,Now press conference da:),25,0
1543,1,"Hello Orange. For 1 month's free access games, news sport, plus 10 free texts 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",140,5
1544,0,After completed degree. There use joining finance.,50,0
1545,0,"Good afternoon, love ! Any job prospects ? Are missing ? What ? Are lazy bleak, hmmm ? Or happy filled love ?",109,0
1546,0,Shant disturb u anymore... Jia you...,37,0
1547,0,Bishan lar nearer... No need buy early cos buy gotta park car...,64,0
1548,0,"Me, dont know oh",16,0
1549,0,Dude sux snake. He got old raiden got buff,42,0
1550,0,He says hi get ass back south tampa (preferably kegger),55,0
1551,0,In e msg jus now. U said thanks gift.,37,0
1552,0,U too...,8,0
1553,0,Ok dear. Did call chechi,24,0
1554,0,Yeah totes. When u wanna?,25,0
1555,0,Ok found dis pierre cardin one looks normal costs 20 sale.,58,2
1556,0,Good sleep rhythm. The person establish rhythm body learn use. If want know :-),79,0
1557,0,Wat r u doing?,14,0
1558,0,Message . I Truro Hospital ext. You phone here. I phone side,60,0
1559,0,"Single line big meaning::::: \Miss anything 4 ur \""Best Life\""",62,1
1560,0,"Just got gas money, chance gang want go grand nature adventure?",63,0
1561,0,Dnt worry...use ice pieces cloth pack.also take 2 tablets.,58,1
1562,0,Dude saw parked car sunroof popped up. Sux,42,0
1563,0,Get ready put excellent sub face :),35,0
1564,0,Tmrw. Im finishing 9 doors,26,1
1565,0,"The &lt;#&gt; g saw days ago, guy wants sell wifi &lt;#&gt; 3g &lt;#&gt; . That's blanked him.",94,1
1566,0,I late. I,9,0
1567,0,"whatever, im pretty pissed off.",31,0
1568,0,Today ACCEPT DAY..U Accept as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,150,3
1569,0,I dont much image class.,24,0
1570,0,No:-)i got rumour going buy apartment chennai:-),48,0
1571,0,Near kalainar tv office.thenampet,33,0
1572,1,Ur cash-balance currently 500 pounds - maximize ur cash-in send GO 86688 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,127,28
1573,1,SMS AUCTION - A BRAND NEW Nokia 7250 4 auction today! Auction FREE 2 join & take part! Txt NOKIA 86021 now! HG/Suite342/2Lands Row/W1J6HL,137,17
1574,0,My sis catching e show e afternoon i'm watching w her. So c u wan 2 watch today tmr lor.,88,1
1575,0,"Sounds gd... Haha... Can... Wah, u yan jiu fast liao...",55,0
1576,0,No. To nosy I guess. Idk I reacting I'm freaked?,48,0
1577,0,"Remember hurt days satanic imposter me.need pay price,so it.may destiny keep going u said pray get mind get same.",113,0
1578,0,How Make girl Happy? It's difficult make girls happy. U need be... 1. A friend 2. Companion 3. Lover 4. Chef . . . &lt;#&gt; . Good listener &lt;#&gt; . Organizer &lt;#&gt; . Good boyfriend &lt;#&gt; . Very clean &lt;#&gt; . Sympathetic &lt;#&gt; . Athletic &lt;#&gt; . Warm . . . &lt;#&gt; . Courageous &lt;#&gt; . Determined &lt;#&gt; . True &lt;#&gt; . Dependable &lt;#&gt; . Intelligent . . . &lt;#&gt; . Psychologist &lt;#&gt; . Pest exterminator &lt;#&gt; . Psychiatrist &lt;#&gt; . Healer . . &lt;#&gt; . Stylist &lt;#&gt; . Driver . . Aaniye pudunga venaam..,566,4
1579,0,"Why that, princess? I bet brothas chasing you!",46,0
1580,0,"I shall book chez jules half eight, that's ok you?",50,0
1581,0,Hhahhaahahah rofl wtf nig leonardo room something,49,0
1582,0,"Yep, derek's house now, see Sunday &lt;3",40,1
1583,0,"It's cool, let know kicks around &lt;#&gt; , I'll day",53,0
1584,0,"Sorry, I'll call later",22,0
1585,0,I wondering would okay call uncle john let know things nigeria r here. That &lt;#&gt; dollars 2years sent know strain plan pay back every dime gives. Every dime expect anything practical. Something like that.,208,1
1586,0,There charges transfer charges withdraw anyhow like,51,0
1587,0,"Dont search love, let love find U. Thats called falling love, bcoz U dont force yourself, U fall U know smeone hold U... BSLVYL",127,0
1588,0,At 4. Let's go bill millers,27,1
1589,0,I love you. You set soul fire. It spark. But flame. A big rawring flame. XoXo,77,0
1590,0,"Somewhr someone surely made 4 u. And God decided perfect time make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",136,1
1591,0,That's honeymoon outfit. :),27,0
1592,0,Will help propose going back tomorrow,37,0
1593,1,PRIVATE! Your 2003 Account Statement shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,132,29
1594,0,Never blame day ur life. Good days give u happiness. Bad days give u experience. Both essential life! All Gods blessings! good morning.:,136,0
1595,0,Pls confirm time collect cheque.,32,0
1596,1,As Registered Subscriber yr draw 4 å£100 gift voucher b entered receipt correct ans. When next olympics. Txt ans 80062,118,9
1597,1,URGENT! Your Mobile number awarded å£2000 prize GUARANTEED. Call 09061790121 land line. Claim 3030. Valid 12hrs 150ppm,118,24
1598,0,Daddy take good care :),23,0
1599,0,"Yeah probably, I still gotta check leo",38,0
1600,0,K.then special?,15,0
1601,0,Carlos taking sweet time usual let know patty done/want smoke I'll tell haul ass,80,0
1602,0,Ok pa. Nothing problem:-),25,0
1603,0,Have heard job? I'm going wildlife talk tonight u want2come. Its that2worzels wizzle whatever is?!,98,2
1604,0,"God picked flower dippeditinaDEW, lovingly touched itwhichturnedinto u, gifted tomeandsaid,THIS FRIEND IS 4U",108,1
1605,0,When came hostel.,17,0
1606,0,Ok prob... I'll come lunch then...,34,0
1607,0,Jus telling u dat i'll b leaving 4 shanghai 21st instead we'll haf time 2 meet cya...,85,4
1608,0,Are freezing ? Are home yet ? Will remember kiss mom morning? Do love ? Do think ? Are missing yet ?,100,0
1609,0,You ready * big day tomorrow?,29,0
1610,0,I'll probably around mu lot,27,0
1611,0,645,3,3
1612,1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk call 08701237397 You must 16+ Club credits redeemable www.ringtoneking.co.uk! Enjoy!,144,13
1613,0,Thnx dude. u guys 2nite?,24,1
1614,0,Me sef dey laugh you. Meanwhile how's darling anjie!,52,0
1615,0,Mm food da,10,0
1616,0,"K, makes sense, btw carlos difficult guys gonna smoke I go pick second batch get gas",84,0
1617,0,Did u download fring app?,25,0
1618,0,The 2 oz guy kinda flaky one friend interested picking $ &lt;#&gt; worth tonight possible,89,1
1619,0,Friends u stay fb chat,22,0
1620,0,"Fuck babe, I miss sooooo much !! I wish sleep ... My bed lonely ... I go now, sleep ... To dream you, love ...",110,0
1621,0,"Living simple.. Loving also simple.. Laughing simple.. Winning tooo simple.. But, 'SIMPLE' difficult.. Gud nte.:-",113,0
1622,1,U secret admirer looking 2 make contact U-find R*reveal thinks UR special-call 09058094599,90,12
1623,0,"Ah, well confuses things, doesnÛ÷t it?",39,0
1624,1,500 free text msgs. Just text ok 80488 we'll credit account,59,8
1625,0,Hi Dear Call urgnt. I know whats problem. You want work problem least tell me. Wating reply.,92,0
1626,0,Dear you. Are ok?,17,0
1627,1,"You selected stay 1 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",128,23
1628,0,Yes princess! I want make happy...,34,0
1629,0,Sounds like many talents! would like go dinner date next week?,62,0
1630,0,I going film 2day da. At 6pm. Sorry da.,39,2
1631,0,We watching movie already. Xy wants 2 shop i'm shopping w now.,62,1
1632,0,Hello little party animal! I thought I'd buzz friends ...*grins*... Reminding loved send naughty adoring kiss,109,0
1633,0,Yesterday . Now going home.,27,0
1634,1,"Eerie Nokia tones 4u, rply TONE TITLE 8007 eg TONE DRACULA 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",155,19
1635,0,"You come life brought sun ..Shiny me, warming heart. Putting constant smile face ... Making feel loved cared",108,0
1636,0,"No shit, I surprised, I went spent evening french guy I met town fooled around bit I let fuck",93,0
1637,1,"0A$NETWORKS allow companies bill SMS, responsible \suppliers\""",62,1
1638,0,Great comedy..cant stop laughing da:),37,0
1639,1,FreeMsg:Feelin kinda lnly hope u like 2 keep company! Jst got cam moby wanna c pic?Txt reply DATE 82242 Msg150p 2rcv Hlp 08712317606 stop 82242,143,26
1640,0,"Alright, we're set here, text man",33,0
1641,0,"Hi , you? We're they're keen go kind feel go tomo, mind you?",60,0
1642,0,Sleeping nt feeling well,24,0
1643,0,U WILL SWITCH YOUR FONE ON DAMMIT!!,35,0
1644,0,India take lead:),17,0
1645,0,I.ll post l8r. In class,23,1
1646,0,Thts wat Wright Brother fly..,29,0
1647,0,"Evening * v good somewhat event laden. Will fill in, worry Û_ Head * ok throat * wrecked. See six then!",104,0
1648,0,If u laugh really loud.. If u talk spontaneously.. If u dont care others feel.. U probably dear &amp; best friends.. GOODEVENING Dear..:),137,0
1649,0,ITS A LAPTOP TAKE IT WITH YOU.,30,0
1650,0,I dont file bag..i work called me.i 'll tell find anything room.,64,0
1651,0,I wan early lei... Me outside wun b home early... Neva mind then...,67,0
1652,1,"For ur chance win å£250 cash every wk TXT: ACTION 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",115,23
1653,0,I bugis juz wat... But i'm walking home oredi... ÌÏ late reply... I oso saw top dat like din buy... Where r Ì_ now?,115,0
1654,0,"Wishing family Merry \X\"" mas HAPPY NEW Year advance..""",55,0
1655,0,At 7 go ok na.,14,1
1656,0,Yes I posted couple pics fb. There's still snow outside too. I'm waking :),74,0
1657,0,S:-)if one good partnership going take lead:),45,0
1658,1,RGENT! This 2nd attempt contact U!U WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,133,35
1659,0,"Yeah, where's class at?",23,0
1660,0,No send you. Bec temple na.,27,0
1661,0,"You coming home class, right? I need work shower!",49,0
1662,1,Hi ur lookin 4 saucy daytime fun wiv busty married woman Am free next week Chat 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,149,19
1663,0,S mostly like that.,19,0
1664,0,ÌÏ v fan...,11,0
1665,0,Dunno cos v late n reach inside already... But ate spageddies lor... It's e gals r laughing lor...,98,0
1666,0,Guess spent last night phasing fourth dimension,47,0
1667,0,So dad gonna call gets work ask crazy questions.,48,0
1668,0,"Yes..but said IT.,",18,0
1669,0,Very hurting n meaningful lines ever: \I compromised everything love,68,0
1670,0,Lmao!nice 1,11,1
1671,0,Glad see reply.,15,0
1672,1,URGENT! We trying contact U. Todays draw shows å£800 prize GUARANTEED. Call 09050001295 land line. Claim A21. Valid 12hrs,121,18
1673,1,Monthly password wap. mobsi.com 391784. Use wap phone PC.,57,6
1674,0,Nah dub je still buff,21,0
1675,0,Painful words- \I thought Happy toughest thing Earth... But,59,0
1676,0,"Yeah, that's fine! It's å£6 get in, ok?",39,1
1677,0,Lol u come ideas?,17,0
1678,0,"So many people seems special first sight, But remain special till last sight.. Maintain till life ends.. Sh!jas",111,0
1679,0,"Today \song dedicated day..\"" Which song u dedicate me? Send ur valuable frnds first rply me...""",96,0
1680,0,Okay... We wait ah,18,0
1681,0,Y lei?,6,0
1682,0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,126,1
1683,0,Already squatting new way walking,33,0
1684,0,Do want bold 2 bb torch,23,1
1685,0,Cramps stopped. Going back sleep,32,0
1686,1,todays vodafone numbers ending 0089(my last four digits) selected received å£350 award. If number matches please call 09063442151 claim å£350 award,147,21
1687,1,Free Top ringtone -sub weekly ringtone-get 1st week free-send SUBPOLY 81618-?3 per week-stop sms-08718727870,108,18
1688,0,Nan sonathaya soladha. Why boss?,32,0
1689,0,Bring tat cd forget,19,0
1690,1,Sunshine Quiz Wkly Q! Win top Sony DVD player u know country Algarve in? Txt ansr 82277. å£1.50 SP:Tyrone,105,8
1691,0,I know I'm raping dudes poker,29,0
1692,0,Weightloss! No girl friends. Make loads money ebay something. And give thanks God.,82,0
1693,0,Was gr8 see message. So r u leaving? Congrats dear. What school wat r ur plans.,79,1
1694,0,ÌÏ eatin later i'm eatin wif frens lei... ÌÏ going home first?,62,0
1695,0,Finish already... Yar keep saying mushy... I embarrassed ok...,62,0
1696,0,"Sorry man, stash ran dry last night I can't pick sunday",55,0
1697,0,Hai priya right. What doctor said pa. Where you.,48,0
1698,1,"Free msg. Sorry, service ordered 81303 could delivered sufficient credit. Please top receive service.",101,5
1699,0,Ok...,5,0
1700,0,Please ask mummy call father,28,0
1701,0,Can come room cannot come house cos house still messy... Haha...,64,0
1702,0,I lost 10 kilos today!,22,2
1703,0,Just taste fish curry :-P,25,0
1704,0,What do? Might accidant tookplace somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; worry.,106,0
1705,0,Yun ah.now Ì_ wkg where?btw Ì_ go nus sc. ÌÏ wana specialise wad?,65,0
1706,0,Yes! I one woman man! Please tell likes dislikes bed...,55,0
1707,0,Was test earlier. I appreciate you. Will call tomorrow.,55,0
1708,0,"How's loverboy ? What keeps coming Queen, hmmm ? Doesn't ache speak ? Miss desparately ?",88,0
1709,0,U meet fren dun wan meet ah... Muz b guy rite...,48,0
1710,0,"(No promises though, even gotten dinner yet)",44,0
1711,0,I got back! Do dislikes bed?,28,0
1712,0,turns stereo love mi phone unknown album.,41,0
1713,1,Hard LIVE 121 chat 60p/min. Choose girl connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,131,22
1714,0,Yeah I see,10,0
1715,0,Asking u knw nt? May ur frnds classmates?,41,0
1716,0,"Sorry earlier. Putting fires.Are around talk 9? Or actually life, lol!",70,1
1717,1,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book VIP Club. Txt CLUB 81303. Trackmarque Ltd info@vipclub4u.,130,10
1718,0,"As missionary hook up, doggy hook up, standing...|",50,0
1719,0,Then u better go sleep.. Dun disturb u liao.. U wake msg lor..,62,0
1720,0,"Fighting world easy, u either win lose bt fightng some1 close u dificult u lose - u lose u win - u still lose.",110,1
1721,0,Am watching house ÛÒ entertaining ÛÒ getting whole hugh laurie thing ÛÒ even stick ÛÒ indeed especially stick.,114,0
1722,0,Thought praps meant another one. Goodo! I'll look tomorrow,58,0
1723,0,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u ur åÔrents mayb interested it, I hav 12,000pes, around å£48, tb, James.",150,8
1724,0,There bold 2 &lt;#&gt; . Is,27,1
1725,0,You know is. I shall speak &lt;#&gt; minutes,44,0
1726,0,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",131,2
1727,0,I went project centre,21,0
1728,0,As per request 'Maangalyam (Alaipayuthe)' set callertune Callers. Press *9 copy friends Callertune,98,1
1729,0,Lol yeah point I guess,22,0
1730,0,Doing project w frens lor.,26,0
1731,0,Lol. Well quality aint bad aint complaining,43,0
1732,0,"K, happen tonight?",18,0
1733,1,"Hi, Mandy Sullivan calling HOTMIX FM...you chosen receive å£5000.00 Easter Prize draw.....Please telephone 09041940223 claim 29/03/05 prize transferred someone else....",168,23
1734,0,"I think we're going finn's now, come",36,0
1735,0,Why tired special,17,0
1736,0,I come tomorrow di,18,0
1737,0,I cant pick phone right now. Pls send message,45,0
1738,0,K go sleep well. Take rest:-).,30,0
1739,0,U guys never invite anywhere :(,31,0
1740,1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 speak live operator claim either Bahamas cruise ofå£2000 CASH 18+only. To opt txt X 07786200117,140,29
